ID,GENE_ID,Description
10586_at,10586,mab-21-like 2 (C. elegans)
10587_at,10587,thioredoxin reductase 2
10588_at,10588,"5,10-methenyltetrahydrofolate synthetase (5-formyltetrahydrofolate cyclo-ligase)"
10589_at,10589,DR1-associated protein 1 (negative cofactor 2 alpha)
1059_at,1059,"centromere protein B, 80kDa"
10590_at,10590,"secretagogin, EF-hand calcium binding protein"
10591_at,10591,chromosome 6 open reading frame 108
10592_at,10592,structural maintenance of chromosomes 2
10594_at,10594,PRP8 pre-mRNA processing factor 8 homolog (S. cerevisiae)
10595_at,10595,endoplasmic reticulum to nucleus signaling 2
10598_at,10598,"AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)"
10599_at,10599,"solute carrier organic anion transporter family, member 1B1"
1060_at,1060,centromere protein C 1
10600_at,10600,ubiquitin specific peptidase 16
10602_at,10602,CDC42 effector protein (Rho GTPase binding) 3
10603_at,10603,SH2B adaptor protein 2
10605_at,10605,poly(A) binding protein interacting protein 1
10606_at,10606,"phosphoribosylaminoimidazole carboxylase, phosphoribosylaminoimidazole succinocarboxamide synthetase"
10607_at,10607,transducin (beta)-like 3
10608_at,10608,MAX dimerization protein 4
10609_at,10609,synaptonemal complex protein SC65
10610_at,10610,"ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 2"
10611_at,10611,PDZ and LIM domain 5
10612_at,10612,tripartite motif-containing 3
10613_at,10613,ER lipid raft associated 1
10614_at,10614,hexamethylene bis-acetamide inducible 1
10615_at,10615,sperm associated antigen 5
10616_at,10616,RanBP-type and C3HC4-type zinc finger containing 1
10617_at,10617,STAM binding protein
10618_at,10618,trans-golgi network protein 2
1062_at,1062,"centromere protein E, 312kDa"
10621_at,10621,"polymerase (RNA) III (DNA directed) polypeptide F, 39 kDa"
10622_at,10622,polymerase (RNA) III (DNA directed) polypeptide G (32kD)
10623_at,10623,polymerase (RNA) III (DNA directed) polypeptide C (62kD)
10625_at,10625,influenza virus NS1A binding protein
10628_at,10628,thioredoxin interacting protein
10629_at,10629,"TAF6-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa"
1063_at,1063,"centromere protein F, 350/400ka (mitosin)"
10630_at,10630,podoplanin
10631_at,10631,"periostin, osteoblast specific factor"
10632_at,10632,"ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G"
10633_at,10633,"RAS-like, family 10, member A"
10634_at,10634,growth arrest-specific 2 like 1
10635_at,10635,RAD51 associated protein 1
10636_at,10636,regulator of G-protein signaling 14
10637_at,10637,left-right determination factor 1
10638_at,10638,S-phase response (cyclin-related)
10639_at,10639,Mahlavu hepatocellular carcinoma
10640_at,10640,exocyst complex component 5
10641_at,10641,tumor suppressor candidate 4
10643_at,10643,insulin-like growth factor 2 mRNA binding protein 3
10645_at,10645,"calcium/calmodulin-dependent protein kinase kinase 2, beta"
10647_at,10647,"secretoglobin, family 1D, member 2"
10648_at,10648,"secretoglobin, family 1D, member 1"
10650_at,10650,slowmo homolog 1 (Drosophila)
10651_at,10651,metaxin 2
10652_at,10652,YKT6 v-SNARE homolog (S. cerevisiae)
10653_at,10653,"serine peptidase inhibitor, Kunitz type, 2"
10654_at,10654,phosphomevalonate kinase
10656_at,10656,"KH domain containing, RNA binding, signal transduction associated 3"
10657_at,10657,"KH domain containing, RNA binding, signal transduction associated 1"
10658_at,10658,"CUG triplet repeat, RNA binding protein 1"
10659_at,10659,"CUG triplet repeat, RNA binding protein 2"
10660_at,10660,ladybird homeobox 1
10661_at,10661,Kruppel-like factor 1 (erythroid)
10663_at,10663,chemokine (C-X-C motif) receptor 6
10664_at,10664,CCCTC-binding factor (zinc finger protein)
10665_at,10665,chromosome 6 open reading frame 10
10666_at,10666,CD226 molecule
10667_at,10667,"phenylalanyl-tRNA synthetase 2, mitochondrial"
10668_at,10668,cell growth regulator with ring finger domain 1
10669_at,10669,cell growth regulator with EF-hand domain 1
10670_at,10670,Ras-related GTP binding A
10671_at,10671,dynactin 6
10672_at,10672,"guanine nucleotide binding protein (G protein), alpha 13"
10675_at,10675,chondroitin sulfate proteoglycan 5 (neuroglycan C)
10677_at,10677,advillin
10678_at,10678,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2"
1068_at,1068,"centrin, EF-hand protein, 1"
10681_at,10681,"guanine nucleotide binding protein (G protein), beta 5"
10682_at,10682,emopamil binding protein (sterol isomerase)
10683_at,10683,delta-like 3 (Drosophila)
10686_at,10686,claudin 16
10687_at,10687,paraneoplastic antigen MA2
1069_at,1069,"centrin, EF-hand protein, 2"
10690_at,10690,"fucosyltransferase 9 (alpha (1,3) fucosyltransferase)"
10691_at,10691,glucocorticoid modulatory element binding protein 1
10692_at,10692,retinal pigment epithelium-derived rhodopsin homolog
10693_at,10693,"chaperonin containing TCP1, subunit 6B (zeta 2)"
10694_at,10694,"chaperonin containing TCP1, subunit 8 (theta)"
10695_at,10695,trinucleotide repeat containing 5
10699_at,10699,"corin, serine peptidase"
107_at,107,adenylate cyclase 1 (brain)
1070_at,1070,"centrin, EF-hand protein, 3 (CDC31 homolog, yeast)"
1071_at,1071,"cholesteryl ester transfer protein, plasma"
10712_at,10712,chromosome 1 open reading frame 2
10713_at,10713,ubiquitin specific peptidase 39
10714_at,10714,"polymerase (DNA-directed), delta 3, accessory subunit"
10716_at,10716,"T-box, brain, 1"
1072_at,1072,cofilin 1 (non-muscle)
10721_at,10721,"polymerase (DNA directed), theta"
10723_at,10723,"solute carrier family 12 (potassium/chloride transporters), member 7"
10724_at,10724,meningioma expressed antigen 5 (hyaluronidase)
10725_at,10725,"nuclear factor of activated T-cells 5, tonicity-responsive"
10726_at,10726,nuclear distribution gene C homolog (A. nidulans)
10728_at,10728,prostaglandin E synthase 3 (cytosolic)
10730_at,10730,YME1-like 1 (S. cerevisiae)
10732_at,10732,transcription factor-like 5 (basic helix-loop-helix)
10733_at,10733,polo-like kinase 4 (Drosophila)
10734_at,10734,stromal antigen 3
10735_at,10735,stromal antigen 2
10736_at,10736,SIX homeobox 2
10737_at,10737,ret finger protein-like 3 antisense
10738_at,10738,ret finger protein-like 3
10739_at,10739,ret finger protein-like 2
10740_at,10740,ret finger protein-like 1 antisense
10741_at,10741,retinoblastoma binding protein 9
10742_at,10742,retinoic acid induced 2
10744_at,10744,pituitary tumor-transforming 2
10745_at,10745,putative homeodomain transcription factor 1
10746_at,10746,mitogen-activated protein kinase kinase kinase 2
10747_at,10747,mannan-binding lectin serine peptidase 2
10748_at,10748,"killer cell lectin-like receptor subfamily A, member 1"
10749_at,10749,kinesin family member 1C
1075_at,1075,cathepsin C
10750_at,10750,GRB2-related adaptor protein
10752_at,10752,cell adhesion molecule with homology to L1CAM (close homolog of L1)
10753_at,10753,calpain 9
10755_at,10755,"GIPC PDZ domain containing family, member 1"
10758_at,10758,TRAF3 interacting protein 2
10761_at,10761,placenta-specific 1
10762_at,10762,nucleoporin 50kDa
10763_at,10763,nestin
10765_at,10765,"jumonji, AT rich interactive domain 1B"
10766_at,10766,"transducer of ERBB2, 2"
10767_at,10767,HBS1-like (S. cerevisiae)
10768_at,10768,S-adenosylhomocysteine hydrolase-like 1
10769_at,10769,polo-like kinase 2 (Drosophila)
10771_at,10771,"zinc finger, MYND domain containing 11"
10772_at,10772,FUS interacting protein (serine/arginine-rich) 1
10773_at,10773,zinc finger and BTB domain containing 6
10775_at,10775,"processing of precursor 4, ribonuclease P/MRP subunit (S. cerevisiae)"
10776_at,10776,"cyclic AMP phosphoprotein, 19 kD"
10777_at,10777,"cyclic AMP-regulated phosphoprotein, 21 kD"
10778_at,10778,zinc finger protein 271
10781_at,10781,zinc finger protein 266
10782_at,10782,zinc finger protein 274
10785_at,10785,WD repeat domain 4
10786_at,10786,"solute carrier family 17 (sodium phosphate), member 3"
10787_at,10787,NCK-associated protein 1
10788_at,10788,IQ motif containing GTPase activating protein 2
10791_at,10791,vesicle-associated membrane protein 5 (myobrevin)
10793_at,10793,zinc finger protein 273
10794_at,10794,zinc finger protein 460
10797_at,10797,"methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 2, methenyltetrahydrofolate cyclohydrolase"
10798_at,10798,"olfactory receptor, family 5, subfamily I, member 1"
10799_at,10799,ribonuclease P/MRP 40kDa subunit
108_at,108,adenylate cyclase 2 (brain)
1080_at,1080,"cystic fibrosis transmembrane conductance regulator (ATP-binding cassette sub-family C, member 7)"
10801_at,10801,septin 9
10802_at,10802,"SEC24 related gene family, member A (S. cerevisiae)"
10803_at,10803,chemokine (C-C motif) receptor 9
10807_at,10807,serologically defined colon cancer antigen 3
10808_at,10808,heat shock 105kDa/110kDa protein 1
1081_at,1081,"glycoprotein hormones, alpha polypeptide"
10810_at,10810,"WAS protein family, member 3"
10813_at,10813,"UTP14, U3 small nucleolar ribonucleoprotein, homolog A (yeast)"
10814_at,10814,complexin 2
10817_at,10817,fibroblast growth factor receptor substrate 3
10818_at,10818,fibroblast growth factor receptor substrate 2
10825_at,10825,sialidase 3 (membrane sialidase)
10826_at,10826,chromosome 5 open reading frame 4
10827_at,10827,chromosome 5 open reading frame 3
1084_at,1084,carcinoembryonic antigen-related cell adhesion molecule 3
10840_at,10840,"aldehyde dehydrogenase 1 family, member L1"
10841_at,10841,formiminotransferase cyclodeaminase
10842_at,10842,chromosome 7 open reading frame 16
10844_at,10844,"tubulin, gamma complex associated protein 2"
10845_at,10845,ClpX caseinolytic peptidase X homolog (E. coli)
10846_at,10846,phosphodiesterase 10A
10848_at,10848,"protein phosphatase 1, regulatory (inhibitor) subunit 13 like"
10849_at,10849,"CD3e molecule, epsilon associated protein"
10850_at,10850,chemokine (C-C motif) ligand 27
10855_at,10855,heparanase
10856_at,10856,RuvB-like 2 (E. coli)
10857_at,10857,progesterone receptor membrane component 1
10858_at,10858,"cytochrome P450, family 46, subfamily A, polypeptide 1"
10859_at,10859,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 1"
10861_at,10861,"solute carrier family 26 (sulfate transporter), member 1"
10863_at,10863,ADAM metallopeptidase domain 28
10864_at,10864,"solute carrier family 22 (organic anion transporter), member 7"
10865_at,10865,AT rich interactive domain 5A (MRF1-like)
10866_at,10866,HLA complex P5
10867_at,10867,tetraspanin 9
10868_at,10868,ubiquitin specific peptidase 20
10869_at,10869,ubiquitin specific peptidase 19
1087_at,1087,carcinoembryonic antigen-related cell adhesion molecule 7
10871_at,10871,CD300c molecule
10873_at,10873,"malic enzyme 3, NADP(+)-dependent, mitochondrial"
10874_at,10874,neuromedin U
10875_at,10875,fibrinogen-like 2
10876_at,10876,"family with sequence similarity 12, member A"
10879_at,10879,submaxillary gland androgen regulated protein 3 homolog B (mouse)
1088_at,1088,carcinoembryonic antigen-related cell adhesion molecule 8
10880_at,10880,actin-like 7B
10881_at,10881,actin-like 7A
10882_at,10882,"complement component 1, q subcomponent-like 1"
10884_at,10884,mitochondrial ribosomal protein S30
10885_at,10885,WD repeat domain 3
1089_at,1089,carcinoembryonic antigen-related cell adhesion molecule 4
10891_at,10891,"peroxisome proliferator-activated receptor gamma, coactivator 1 alpha"
10892_at,10892,mucosa associated lymphoid tissue lymphoma translocation gene 1
10893_at,10893,matrix metallopeptidase 24 (membrane-inserted)
10894_at,10894,lymphatic vessel endothelial hyaluronan receptor 1
10896_at,10896,oculomedin
10897_at,10897,Yip1 interacting factor homolog A (S. cerevisiae)
10898_at,10898,"cleavage and polyadenylation specific factor 4, 30kDa"
10899_at,10899,jumping translocation breakpoint
109_at,109,adenylate cyclase 3
10900_at,10900,RUN domain containing 3A
10902_at,10902,bromodomain containing 8
10903_at,10903,myotubularin related protein 11
10904_at,10904,bladder cancer associated protein
10905_at,10905,"mannosidase, alpha, class 1A, member 2"
10906_at,10906,TRAF-type zinc finger domain containing 1
10907_at,10907,thioredoxin-like 4A
10908_at,10908,patatin-like phospholipase domain containing 6
10911_at,10911,urotensin 2
10912_at,10912,"growth arrest and DNA-damage-inducible, gamma"
10913_at,10913,ectodysplasin A receptor
10914_at,10914,poly(A) polymerase alpha
10915_at,10915,transcription elongation regulator 1
10916_at,10916,"melanoma antigen family D, 2"
10917_at,10917,butyrophilin-like 3
10919_at,10919,euchromatic histone-lysine N-methyltransferase 2
10920_at,10920,COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis)
10921_at,10921,"RNA binding protein S1, serine-rich domain"
10922_at,10922,Fas-activated serine/threonine kinase
10923_at,10923,SUB1 homolog (S. cerevisiae)
10924_at,10924,"sphingomyelin phosphodiesterase, acid-like 3A"
10926_at,10926,DBF4 homolog (S. cerevisiae)
10927_at,10927,spindlin 1
10928_at,10928,ralA binding protein 1
10929_at,10929,"splicing factor, arginine/serine-rich 2B"
10930_at,10930,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2"
10933_at,10933,mortality factor 4 like 1
10935_at,10935,peroxiredoxin 3
10936_at,10936,G protein-coupled receptor 75
10938_at,10938,EH-domain containing 1
10939_at,10939,AFG3 ATPase family gene 3-like 2 (yeast)
10941_at,10941,"UDP glucuronosyltransferase 2 family, polypeptide A1"
10942_at,10942,"protease, serine, 21 (testisin)"
10943_at,10943,male-specific lethal 3-like 1 (Drosophila)
10944_at,10944,chromosome 11 open reading frame 58
10945_at,10945,KDEL (Lys-Asp-Glu-Leu) endoplasmic reticulum protein retention receptor 1
10946_at,10946,"splicing factor 3a, subunit 3, 60kDa"
10947_at,10947,"adaptor-related protein complex 3, mu 2 subunit"
10948_at,10948,StAR-related lipid transfer (START) domain containing 3
10949_at,10949,heterogeneous nuclear ribonucleoprotein A0
10950_at,10950,"BTG family, member 3"
10951_at,10951,chromobox homolog 1 (HP1 beta homolog Drosophila )
10952_at,10952,Sec61 beta subunit
10953_at,10953,translocase of outer mitochondrial membrane 34
10954_at,10954,"protein disulfide isomerase family A, member 5"
10955_at,10955,serine incorporator 3
10956_at,10956,amplified in osteosarcoma
10957_at,10957,proline-rich nuclear receptor coactivator 1
10959_at,10959,transmembrane emp24 domain trafficking protein 2
10960_at,10960,"lectin, mannose-binding 2"
10961_at,10961,endoplasmic reticulum protein 29
10962_at,10962,"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"
10963_at,10963,stress-induced-phosphoprotein 1 (Hsp70/Hsp90-organizing protein)
10964_at,10964,interferon-induced protein 44-like
10966_at,10966,"RAB40B, member RAS oncogene family"
10969_at,10969,EBNA1 binding protein 2
10970_at,10970,cytoskeleton-associated protein 4
10971_at,10971,"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, theta polypeptide"
10972_at,10972,transmembrane emp24-like trafficking protein 10 (yeast)
10973_at,10973,activating signal cointegrator 1 complex subunit 3
10974_at,10974,chromosome 10 open reading frame 116
10975_at,10975,"ubiquinol-cytochrome c reductase, 6.4kDa subunit"
10978_at,10978,"CLP1, cleavage and polyadenylation factor I subunit, homolog (S. cerevisiae)"
10979_at,10979,"pleckstrin homology domain containing, family C (with FERM domain) member 1"
10980_at,10980,COP9 constitutive photomorphogenic homolog subunit 6 (Arabidopsis)
10981_at,10981,"RAB32, member RAS oncogene family"
10982_at,10982,"microtubule-associated protein, RP/EB family, member 2"
10983_at,10983,cyclin I
10985_at,10985,GCN1 general control of amino-acid synthesis 1-like 1 (yeast)
10987_at,10987,COP9 constitutive photomorphogenic homolog subunit 5 (Arabidopsis)
10988_at,10988,methionyl aminopeptidase 2
10989_at,10989,"inner membrane protein, mitochondrial (mitofilin)"
10990_at,10990,"leukocyte immunoglobulin-like receptor, subfamily B (with TM and ITIM domains), member 5"
10991_at,10991,"solute carrier family 38, member 3"
10992_at,10992,"splicing factor 3b, subunit 2, 145kDa"
10993_at,10993,serine dehydratase
10994_at,10994,ilvB (bacterial acetolactate synthase)-like
10998_at,10998,"solute carrier family 27 (fatty acid transporter), member 5"
